FullGeoName,Year,Travel status,County,Count,Legend,Notes
"AL, Baldwin",2014,All,01003,1 to 4,1 to 4,"AL, Baldwin County"
"AL, Lauderdale",2014,All,01077,1 to 4,1 to 4,"AL, Lauderdale County"
"AL, Madison",2014,All,01089,1 to 4,1 to 4,"AL, Madison County"
"AK, Anchorage Muny",2014,All,02020,1 to 4,1 to 4,"AK, Anchorage, Municipality of"
"AK, Fairbanks North Star Borough",2014,All,02090,1 to 4,1 to 4,"AK, Fairbanks North Star Borough"
"AZ, Pinal",2014,All,04021,1 to 4,1 to 4,"AZ, Pinal County"
"AZ, Santa Cruz",2014,All,04023,1 to 4,1 to 4,"AZ, Santa Cruz County"
"AR, Benton",2014,All,05007,1 to 4,1 to 4,"AR, Benton County"
"AR, Madison",2014,All,05087,1 to 4,1 to 4,"AR, Madison County"
"AR, Pulaski",2014,All,05119,1 to 4,1 to 4,"AR, Pulaski County"
"AR, Union",2014,All,05139,1 to 4,1 to 4,"AR, Union County"
"CA, Butte",2014,All,06007,1 to 4,1 to 4,"CA, Butte County"
"CA, Contra Costa",2014,All,06013,1 to 4,1 to 4,"CA, Contra Costa County"
"CA, Fresno",2014,All,06019,1 to 4,1 to 4,"CA, Fresno County"
"CA, Kern",2014,All,06029,1 to 4,1 to 4,"CA, Kern County"
"CA, Marin",2014,All,06041,1 to 4,1 to 4,"CA, Marin County"
"CA, Monterey",2014,All,06053,1 to 4,1 to 4,"CA, Monterey County"
"CA, Napa",2014,All,06055,1 to 4,1 to 4,"CA, Napa County"
"CA, Sacramento",2014,All,06067,1 to 4,1 to 4,"CA, Sacramento County"
"CA, San Luis Obispo",2014,All,06079,1 to 4,1 to 4,"CA, San Luis Obispo County"
"CA, Ventura",2014,All,06111,1 to 4,1 to 4,"CA, Ventura County"
"CA, Yolo",2014,All,06113,1 to 4,1 to 4,"CA, Yolo County"
"CO, Boulder",2014,All,08013,1 to 4,1 to 4,"CO, Boulder County"
"CO, Broomfield",2014,All,08014,1 to 4,1 to 4,"CO, Broomfield, City and County of"
"CO, Denver",2014,All,08031,1 to 4,1 to 4,"CO, Denver, City and County of"
"CO, El Paso",2014,All,08041,1 to 4,1 to 4,"CO, El Paso County"
"CO, Garfield",2014,All,08045,1 to 4,1 to 4,"CO, Garfield County"
"CO, Jefferson",2014,All,08059,1 to 4,1 to 4,"CO, Jefferson County"
"CO, Routt",2014,All,08107,1 to 4,1 to 4,"CO, Routt County"
"CO, Weld",2014,All,08123,1 to 4,1 to 4,"CO, Weld County"
"CT, Fairfield",2014,All,09001,1 to 4,1 to 4,"CT, Fairfield County"
"CT, Hartford",2014,All,09003,1 to 4,1 to 4,"CT, Hartford County"
"CT, New Haven",2014,All,09009,1 to 4,1 to 4,"CT, New Haven County"
"DE, New Castle",2014,All,10003,1 to 4,1 to 4,"DE, New Castle County"
"DC, Washington",2014,All,11001,1 to 4,1 to 4,"DC, District of Columbia"
"FL, Alachua",2014,All,12001,1 to 4,1 to 4,"FL, Alachua County"
"FL, Brevard",2014,All,12009,1 to 4,1 to 4,"FL, Brevard County"
"FL, Clay",2014,All,12019,1 to 4,1 to 4,"FL, Clay County"
"FL, Collier",2014,All,12021,1 to 4,1 to 4,"FL, Collier County"
"FL, Highlands",2014,All,12055,1 to 4,1 to 4,"FL, Highlands County"
"FL, Lee",2014,All,12071,1 to 4,1 to 4,"FL, Lee County"
"FL, Manatee",2014,All,12081,1 to 4,1 to 4,"FL, Manatee County"
"FL, Marion",2014,All,12083,1 to 4,1 to 4,"FL, Marion County"
"FL, Orange",2014,All,12095,1 to 4,1 to 4,"FL, Orange County"
"FL, Osceola",2014,All,12097,1 to 4,1 to 4,"FL, Osceola County"
"FL, Pinellas",2014,All,12103,1 to 4,1 to 4,"FL, Pinellas County"
"FL, St Lucie",2014,All,12111,1 to 4,1 to 4,"FL, St. Lucie County"
"FL, Seminole",2014,All,12117,1 to 4,1 to 4,"FL, Seminole County"
"FL, Volusia",2014,All,12127,1 to 4,1 to 4,"FL, Volusia County"
"GA, Coweta",2014,All,13077,1 to 4,1 to 4,"GA, Coweta County"
"GA, Douglas",2014,All,13097,1 to 4,1 to 4,"GA, Douglas County"
"GA, Fulton",2014,All,13121,1 to 4,1 to 4,"GA, Fulton County"
"HI, Hawaii",2014,All,15001,1 to 4,1 to 4,"HI, Hawaii County"
"HI, Maui",2014,All,15009,1 to 4,1 to 4,"HI, Maui County"
"ID, Ada",2014,All,16001,1 to 4,1 to 4,"ID, Ada County"
"IL, Cook",2014,All,17031,1 to 4,1 to 4,"IL, Cook County"
"IL, Du Page",2014,All,17043,1 to 4,1 to 4,"IL, DuPage County"
"IL, Kane",2014,All,17089,1 to 4,1 to 4,"IL, Kane County"
"IL, Kendall",2014,All,17093,1 to 4,1 to 4,"IL, Kendall County"
"IL, Wabash",2014,All,17185,1 to 4,1 to 4,"IL, Wabash County"
"IN, Hamilton",2014,All,18057,1 to 4,1 to 4,"IN, Hamilton County"
"IN, Johnson",2014,All,18081,1 to 4,1 to 4,"IN, Johnson County"
"IN, Lake",2014,All,18089,1 to 4,1 to 4,"IN, Lake County"
"IN, Madison",2014,All,18095,1 to 4,1 to 4,"IN, Madison County"
"IN, Marion",2014,All,18097,1 to 4,1 to 4,"IN, Marion County"
"IA, Dallas",2014,All,19049,1 to 4,1 to 4,"IA, Dallas County"
"IA, Johnson",2014,All,19103,1 to 4,1 to 4,"IA, Johnson County"
"IA, Linn",2014,All,19113,1 to 4,1 to 4,"IA, Linn County"
"IA, Story",2014,All,19169,1 to 4,1 to 4,"IA, Story County"
"KS, Barton",2014,All,20009,1 to 4,1 to 4,"KS, Barton County"
"KY, Hardin",2014,All,21093,1 to 4,1 to 4,"KY, Hardin County"
"LA, Jefferson Parish",2014,All,22051,1 to 4,1 to 4,"LA, Jefferson Parish"
"LA, Orleans Parish",2014,All,22071,1 to 4,1 to 4,"LA, Orleans Parish"
"LA, St Martin Parish",2014,All,22099,1 to 4,1 to 4,"LA, St. Martin Parish"
"ME, York",2014,All,23031,1 to 4,1 to 4,"ME, York County"
"MD, Anne Arundel",2014,All,24003,1 to 4,1 to 4,"MD, Anne Arundel County"
"MD, Baltimore",2014,All,24005,1 to 4,1 to 4,"MD, Baltimore County"
"MD, Frederick",2014,All,24021,1 to 4,1 to 4,"MD, Frederick County"
"MD, Montgomery",2014,All,24031,1 to 4,1 to 4,"MD, Montgomery County"
"MD, Prince Georges",2014,All,24033,1 to 4,1 to 4,"MD, Prince George's County"
"MD, Baltimore City",2014,All,24510,1 to 4,1 to 4,"MD, Baltimore City"
"MA, Bristol",2014,All,25005,1 to 4,1 to 4,"MA, Bristol County"
"MA, Essex",2014,All,25009,1 to 4,1 to 4,"MA, Essex County"
"MA, Hampshire",2014,All,25015,1 to 4,1 to 4,"MA, Hampshire County"
"MA, Middlesex",2014,All,25017,1 to 4,1 to 4,"MA, Middlesex County"
"MA, Worcester",2014,All,25027,1 to 4,1 to 4,"MA, Worcester County"
"MI, Calhoun",2014,All,26025,1 to 4,1 to 4,"MI, Calhoun County"
"MI, Houghton",2014,All,26061,1 to 4,1 to 4,"MI, Houghton County"
"MI, Kalamazoo",2014,All,26077,1 to 4,1 to 4,"MI, Kalamazoo County"
"MI, Oakland",2014,All,26125,1 to 4,1 to 4,"MI, Oakland County"
"MI, Saginaw",2014,All,26145,1 to 4,1 to 4,"MI, Saginaw County"
"MN, Hennepin",2014,All,27053,1 to 4,1 to 4,"MN, Hennepin County"
"MS, Lamar",2014,All,28073,1 to 4,1 to 4,"MS, Lamar County"
"MS, Lee",2014,All,28081,1 to 4,1 to 4,"MS, Lee County"
"MO, Clay",2014,All,29047,1 to 4,1 to 4,"MO, Clay County"
"MO, Polk",2014,All,29167,1 to 4,1 to 4,"MO, Polk County"
"MT, Lewis And Clark",2014,All,30049,1 to 4,1 to 4,"MT, Lewis and Clark County"
"MT, Teton",2014,All,30099,1 to 4,1 to 4,"MT, Teton County"
"NV, Clark",2014,All,32003,1 to 4,1 to 4,"NV, Clark County"
"NV, Lander",2014,All,32015,1 to 4,1 to 4,"NV, Lander County"
"NH, Hillsborough",2014,All,33011,1 to 4,1 to 4,"NH, Hillsborough County"
"NH, Rockingham",2014,All,33015,1 to 4,1 to 4,"NH, Rockingham County"
"NH, Strafford",2014,All,33017,1 to 4,1 to 4,"NH, Strafford County"
"NJ, Atlantic",2014,All,34001,1 to 4,1 to 4,"NJ, Atlantic County"
"NJ, Burlington",2014,All,34005,1 to 4,1 to 4,"NJ, Burlington County"
"NJ, Cape May",2014,All,34009,1 to 4,1 to 4,"NJ, Cape May County"
"NJ, Cumberland",2014,All,34011,1 to 4,1 to 4,"NJ, Cumberland County"
"NJ, Gloucester",2014,All,34015,1 to 4,1 to 4,"NJ, Gloucester County"
"NJ, Mercer",2014,All,34021,1 to 4,1 to 4,"NJ, Mercer County"
"NJ, Morris",2014,All,34027,1 to 4,1 to 4,"NJ, Morris County"
"NJ, Ocean",2014,All,34029,1 to 4,1 to 4,"NJ, Ocean County"
"NJ, Somerset",2014,All,34035,1 to 4,1 to 4,"NJ, Somerset County"
"NJ, Sussex",2014,All,34037,1 to 4,1 to 4,"NJ, Sussex County"
"NJ, Union",2014,All,34039,1 to 4,1 to 4,"NJ, Union County"
"NY, Erie",2014,All,36029,1 to 4,1 to 4,"NY, Erie County"
"NY, Fulton",2014,All,36035,1 to 4,1 to 4,"NY, Fulton County"
"NY, Kings",2014,All,36047,1 to 4,1 to 4,"NY, Kings County"
"NY, Lewis",2014,All,36049,1 to 4,1 to 4,"NY, Lewis County"
"NY, Monroe",2014,All,36055,1 to 4,1 to 4,"NY, Monroe County"
"NY, Nassau",2014,All,36059,1 to 4,1 to 4,"NY, Nassau County"
"NY, Onondaga",2014,All,36067,1 to 4,1 to 4,"NY, Onondaga County"
"NY, Orange",2014,All,36071,1 to 4,1 to 4,"NY, Orange County"
"NY, Richmond",2014,All,36085,1 to 4,1 to 4,"NY, Richmond County"
"NY, Rockland",2014,All,36087,1 to 4,1 to 4,"NY, Rockland County"
"NY, Steuben",2014,All,36101,1 to 4,1 to 4,"NY, Steuben County"
